rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
2101,8478994,K00245.02,Kepler-37 c,CONFIRMED,CANDIDATE,1,0,0,0,0,21.30181863,7.80E-05,-7.80E-05,191.84136,2.74E-03,-2.74E-03,0.086,0.376,-0.086,3.8763,0.0856,-0.0856,8.73E+01,2.90E+00,-2.90E+00,0.72,3.00E-02,-3.00E-02,564,,,23.89,3.55,-3.14,32.4,2,q1_q17_dr25_tce,5437,73,-81,4.571,0.02,-0.03,0.781,0.034,-0.031,284.05954,44.518215,9.705
2102,5036705,K02437.01,Kepler-1238 b,CONFIRMED,CANDIDATE,0.987,0,0,0,0,4.14789051,3.41E-05,-3.41E-05,135.53291,7.74E-03,-7.74E-03,0.878,0.076,-0.664,3.829,0.204,-0.204,1.38E+02,9.90E+00,-9.90E+00,1.93,3.70E-01,-3.00E-01,1389,,,878.32,434.93,-286.13,16.4,1,q1_q17_dr25_tce,6150,79,-79,4.223,0.125,-0.125,1.417,0.272,-0.223,297.90579,40.162861,14.725
2107,8947520,K02517.01,Kepler-1264 b,CONFIRMED,CANDIDATE,0.98,0,0,0,0,0.968527683,2.96E-06,-2.96E-06,131.50954,2.43E-03,-2.43E-03,0.941,0.015,-0.697,1.3672,0.076,-0.076,1.15E+02,8.20E+00,-8.20E+00,1.21,1.60E-01,-5.00E-02,1677,,,1867,656.06,-239.17,16.9,1,q1_q17_dr25_tce,5580,83,-75,4.538,0.02,-0.104,0.886,0.114,-0.036,289.88437,45.211498,14.511
2112,10489206,K00251.01,Kepler-125 b,CONFIRMED,CANDIDATE,1,0,0,0,0,4.164384505,2.16E-06,-2.16E-06,171.087935,3.91E-04,-3.91E-04,0.59,0.056,-0.429,1.8464,0.028,-0.028,2.34E+03,2.08E+01,-2.08E+01,2.54,1.90E-01,-2.10E-01,590,,,28.75,7.06,-6.62,132.1,1,q1_q17_dr25_tce,3808,76,-84,4.754,0.036,-0.036,0.508,0.037,-0.042,298.25812,47.604939,14.752
2113,3426367,K02662.01,Kepler-1308 b,CONFIRMED,CANDIDATE,1,0,0,0,0,2.10433534,4.47E-06,-4.47E-06,133.31612,1.73E-03,-1.73E-03,0.872,0.049,-0.661,1.1168,0.0649,-0.0649,2.42E+02,1.50E+01,-1.50E+01,0.79,1.10E-01,-8.00E-02,662,,,45.34,17.7,-12.75,20.7,1,q1_q17_dr25_tce,3605,71,-85,4.837,0.038,-0.071,0.433,0.058,-0.048,285.92889,38.520981,14.488
2114,5562090,K02664.01,Kepler-1309 b,CONFIRMED,CANDIDATE,0.998,0,0,0,0,28.8431751,2.71E-04,-2.71E-04,143.82307,7.23E-03,-7.23E-03,0.913,0.014,-0.637,3.171,0.196,-0.196,7.57E+02,5.88E+01,-5.88E+01,2.66,3.00E-01,-3.00E-01,491,,,13.77,5.6,-4.15,15,1,q1_q17_dr25_tce,5151,168,-153,4.528,0.082,-0.067,0.785,0.088,-0.088,298.73523,40.76416,15.652
2120,6867555,K02439.01,Kepler-1239 b,CONFIRMED,CANDIDATE,1,0,0,0,0,5.19103699,2.85E-05,-2.85E-05,135.21628,4.45E-03,-4.45E-03,0.117,0.324,-0.116,4.222,0.105,-0.105,2.90E+02,1.27E+01,-1.27E+01,1.92,6.40E-01,-2.10E-01,1183,,,462.91,448.36,-152.69,25.2,1,q1_q17_dr25_tce,6321,174,-261,4.417,0.056,-0.224,1.125,0.37,-0.123,293.12738,42.320099,15.438
2121,5339567,K02440.01,Kepler-1240 b,CONFIRMED,CANDIDATE,0.984,0,0,0,0,4.86638504,2.42E-05,-2.42E-05,134.01501,4.01E-03,-4.01E-03,0.176,0.289,-0.176,2.296,0.138,-0.138,1.44E+02,9.90E+00,-9.90E+00,1.32,2.00E-01,-1.80E-01,1121,,,372.7,149.35,-110.83,17.1,1,q1_q17_dr25_tce,5688,77,-77,4.333,0.132,-0.108,1.111,0.169,-0.154,282.99973,40.557449,13.987
2123,11080405,K02442.01,Kepler-386 c,CONFIRMED,CANDIDATE,0.999,0,0,0,0,25.1933989,1.69E-04,-1.69E-04,146.4301,5.75E-03,-5.75E-03,0.679,0.025,-0.517,4.62,0.151,-0.151,4.81E+02,2.83E+01,-2.83E+01,1.95,9.00E-02,-1.50E-01,513,,,16.34,2.7,-3.18,18,1,q1_q17_dr25_tce,5009,82,-75,4.491,0.077,-0.028,0.84,0.038,-0.063,289.85889,48.693851,15.629
2126,10059645,K02520.01,Kepler-1265 b,CONFIRMED,CANDIDATE,0.965,0,0,0,0,6.49441464,3.13E-05,-3.13E-05,132.25189,3.76E-03,-3.76E-03,0.911,0.025,-0.707,2.344,0.103,-0.103,3.57E+02,2.36E+01,-2.36E+01,1.75,1.20E-01,-1.70E-01,732,,,68.05,18.62,-18.1,17.7,1,q1_q17_dr25_tce,4769,141,-127,4.557,0.065,-0.03,0.742,0.048,-0.071,284.58578,47.079529,15.602
2127,5364071,K00248.03,Kepler-49 d,CONFIRMED,CANDIDATE,1,0,0,0,0,2.576571021,1.95E-06,-1.95E-06,172.126911,6.17E-04,-6.17E-04,0.187,0.096,-0.187,1.5997,0.0187,-0.0187,8.53E+02,1.46E+01,-1.46E+01,1.57,9.00E-02,-1.20E-01,717,,,62.42,12.91,-13.65,63.6,2,q1_q17_dr25_tce,3834,77,-84,4.708,0.045,-0.021,0.539,0.03,-0.041,292.29459,40.591789,15.264
2128,7183745,K02521.01,Kepler-1266 b,CONFIRMED,CANDIDATE,1,0,0,0,0,28.4750006,1.94E-04,-1.94E-04,154.5706,5.90E-03,-5.90E-03,0.835,0.092,-0.602,4.718,0.161,-0.161,7.64E+02,3.84E+01,-3.84E+01,2.64,1.00E-01,-1.90E-01,489,,,13.5,2.04,-2.55,21.4,1,q1_q17_dr25_tce,4996,82,-74,4.497,0.08,-0.025,0.831,0.032,-0.06,285.86929,42.728088,15.86
2129,8212002,K02593.01,Kepler-1285 b,CONFIRMED,CANDIDATE,1,0,0,0,0,14.7966306,1.26E-04,-1.26E-04,142.74484,6.41E-03,-6.41E-03,0.182,0.269,-0.182,5.613,0.181,-0.181,5.61E+01,2.70E+00,-2.70E+00,0.98,1.60E-01,-1.00E-01,874,,,138.25,64.27,-36.42,22.4,1,q1_q17_dr25_tce,6175,110,-134,4.299,0.072,-0.108,1.307,0.22,-0.135,281.83533,44.155918,11.714
2130,8004903,K02594.01,Kepler-1286 b,CONFIRMED,CANDIDATE,0.993,0,0,0,0,11.25401871,6.51E-05,-6.51E-05,136.8901,5.48E-03,-5.48E-03,0.603,0.336,-0.379,4.759,0.191,-0.191,4.33E+02,2.92E+01,-2.92E+01,2.42,7.50E-01,-4.00E-01,888,,,147.13,132.97,-57.61,17,1,q1_q17_dr25_tce,5995,163,-199,4.351,0.112,-0.192,1.118,0.344,-0.185,280.25839,43.835758,15.166
2131,8883329,K02595.01,Kepler-393 b,CONFIRMED,CANDIDATE,0.993,0,0,0,0,9.18244299,6.70E-05,-6.70E-05,134.04601,5.51E-03,-5.51E-03,0.257,0.203,-0.257,4.318,0.178,-0.178,8.76E+01,4.80E+00,-4.80E+00,1.24,2.30E-01,-1.90E-01,1052,,,289.74,151.21,-99.18,20.3,1,q1_q17_dr25_tce,6194,124,-136,4.242,0.125,-0.125,1.314,0.244,-0.2,290.99527,45.192211,13.223
2132,8883329,K02595.02,Kepler-393 c,CONFIRMED,CANDIDATE,0.932,0,0,0,0,14.6134781,1.56E-04,-1.56E-04,140.41368,7.01E-03,-7.01E-03,0.086,0.359,-0.086,5.266,0.19,-0.19,7.28E+01,5.20E+00,-5.20E+00,1.12,2.10E-01,-1.70E-01,901,,,155.87,81.34,-53.36,15.2,2,q1_q17_dr25_tce,6194,124,-136,4.242,0.125,-0.125,1.314,0.244,-0.2,290.99527,45.192211,13.223
2134,11253827,K02672.02,Kepler-396 b,CONFIRMED,CANDIDATE,1,0,0,0,0,42.9923284,1.74E-04,-1.74E-04,162.50532,3.34E-03,-3.34E-03,0.643,0.246,-0.42,4.726,0.11,-0.11,1.12E+03,3.71E+01,-3.71E+01,3.32,4.20E-01,-2.70E-01,496,,,14.33,5.44,-3.12,34.1,1,q1_q17_dr25_tce,5593,111,-111,4.45,0.068,-0.102,0.945,0.122,-0.075,296.13281,48.977402,11.921
2135,5514383,K00257.01,Kepler-506 b,CONFIRMED,CANDIDATE,1,0,0,0,0,6.88341278,1.34E-05,-1.34E-05,172.66227,1.49E-03,-1.49E-03,0.083,0.354,-0.083,2.0674,0.0521,-0.0521,4.87E+02,1.59E+01,-1.59E+01,2.63,7.00E-02,-9.00E-02,1080,,,321.63,32.39,-39.17,35.4,1,q1_q17_dr25_tce,6139,74,-86,4.359,0.012,-0.012,1.193,0.029,-0.043,284.63519,40.71983,10.868
2138,8022489,K02674.02,Kepler-1311 b,CONFIRMED,CANDIDATE,0.986,0,0,0,0,11.1726723,1.11E-04,-1.11E-04,140.00764,7.29E-03,-7.29E-03,0.504,0.437,-0.306,6.106,0.242,-0.242,7.68E+01,4.70E+00,-4.70E+00,1.5,2.40E-01,-3.40E-01,1019,,,255.06,122.24,-111.75,17,3,q1_q17_dr25_tce,5616,124,-90,4.004,0.202,-0.093,1.674,0.275,-0.378,289.65125,43.824421,13.349
2139,8022489,K02674.03,Kepler-1311 c,CONFIRMED,CANDIDATE,0.999,0,0,0,0,2.53573284,1.11E-05,-1.11E-05,133.01581,3.73E-03,-3.73E-03,0.054,0.4,-0.054,3.989,0.11,-0.11,6.80E+01,3.00E+00,-3.00E+00,1.36,2.30E-01,-3.00E-01,1671,,,1842.18,882.93,-807.12,25.5,2,q1_q17_dr25_tce,5616,124,-90,4.004,0.202,-0.093,1.674,0.275,-0.378,289.65125,43.824421,13.349
2140,9209624,K02443.01,Kepler-387 b,CONFIRMED,CANDIDATE,0.996,0,0,0,0,6.79164656,4.31E-05,-4.31E-05,136.48519,6.10E-03,-6.10E-03,0.121,0.347,-0.121,3.343,0.151,-0.151,1.03E+02,6.40E+00,-6.40E+00,1.01,1.50E-01,-1.40E-01,994,,,230.81,97.53,-74.49,18.5,1,q1_q17_dr25_tce,5772,115,-104,4.351,0.15,-0.1,1.003,0.147,-0.147,287.79819,45.656712,13.987
2141,9209624,K02443.02,Kepler-387 c,CONFIRMED,CANDIDATE,0.991,0,0,0,0,11.8376933,1.05E-04,-1.05E-04,142.21212,8.30E-03,-8.30E-03,0.557,0.405,-0.352,3.381,0.197,-0.197,9.29E+01,8.10E+00,-8.10E+00,1,1.50E-01,-1.50E-01,826,,,110.03,46.5,-35.51,12.7,2,q1_q17_dr25_tce,5772,115,-104,4.351,0.15,-0.1,1.003,0.147,-0.147,287.79819,45.656712,13.987
2142,3354846,K02444.01,Kepler-1241 b,CONFIRMED,CANDIDATE,0.995,0,0,0,0,18.5525162,1.37E-04,-1.37E-04,135.51322,6.52E-03,-6.52E-03,0.78,0.174,-0.566,4.385,0.21,-0.21,7.72E+02,5.05E+01,-5.05E+01,2.53,6.50E-01,-2.10E-01,612,,,33.14,25.75,-8.88,17.2,1,q1_q17_dr25_tce,5569,166,-182,4.566,0.032,-0.179,0.829,0.213,-0.071,294.57623,38.45697,15.714
2144,8478994,K00245.03,Kepler-37 b,CONFIRMED,CANDIDATE,,0,0,0,0,13.3669309,3.60E-04,-3.60E-04,184.0734,1.84E-02,-1.84E-02,0.4064,0.052,-0.4064,3.733,0.648,-0.648,1.22E+01,2.20E+00,-2.20E+00,0.27,1.00E-02,-1.00E-02,656,,,43.71,5.64,-5.1,7.4,,,5417,75,-75,4.567,0.04,-0.04,0.772,0.026,-0.026,284.05954,44.518215,9.705
2148,7778767,K02523.01,Kepler-1267 b,CONFIRMED,CANDIDATE,0.998,0,0,0,0,13.0313583,1.04E-04,-1.04E-04,144.11544,6.62E-03,-6.62E-03,0.813,0.142,-0.589,4.521,0.16,-0.16,5.73E+02,3.18E+01,-3.18E+01,2.88,4.30E-01,-4.00E-01,774,,,84.94,34,-25.17,18.9,1,q1_q17_dr25_tce,5514,74,-74,4.345,0.132,-0.108,1.071,0.163,-0.148,299.16953,43.44109,15.829
2149,7515762,K02524.01,Kepler-1268 b,CONFIRMED,CANDIDATE,0.951,0,0,0,0,40.9905002,4.40E-04,-4.40E-04,132.4136,8.52E-03,-8.52E-03,0.048,0.409,-0.048,7.336,0.249,-0.249,2.97E+02,2.21E+01,-2.21E+01,2.41,4.20E-01,-4.60E-01,627,,,36.5,16.62,-13.77,15.4,1,q1_q17_dr25_tce,5842,79,-70,4.17,0.176,-0.095,1.41,0.246,-0.27,287.83847,43.153229,15.272
2151,12120307,K02597.01,Kepler-394 b,CONFIRMED,CANDIDATE,0.996,0,0,0,0,8.00504749,5.08E-05,-5.08E-05,138.71228,5.94E-03,-5.94E-03,0.054,0.405,-0.054,3.32,0.166,-0.166,1.88E+02,1.32E+01,-1.32E+01,1.52,5.10E-01,-1.70E-01,1035,,,271.68,262.66,-85.79,15.6,1,q1_q17_dr25_tce,6398,157,-224,4.411,0.056,-0.21,1.101,0.37,-0.123,296.30197,50.672321,14.79
2152,12120307,K02597.02,Kepler-394 c,CONFIRMED,CANDIDATE,0.969,0,0,0,0,12.13070414,9.62E-05,-9.62E-05,139.89855,6.88E-03,-6.88E-03,0.083,0.365,-0.083,3.843,0.185,-0.185,2.11E+02,1.51E+01,-1.51E+01,1.61,5.40E-01,-1.80E-01,901,,,155.85,150.68,-49.21,15.3,3,q1_q17_dr25_tce,6398,157,-224,4.411,0.056,-0.21,1.101,0.37,-0.123,296.30197,50.672321,14.79
2156,11701407,K02376.01,Kepler-1214 b,CONFIRMED,CANDIDATE,0.942,0,0,0,0,18.8262877,1.11E-04,-1.11E-04,134.70322,4.88E-03,-4.88E-03,0.198,0.249,-0.198,2.344,0.115,-0.115,7.96E+02,4.70E+01,-4.70E+01,2.34,3.30E-01,-3.00E-01,591,,,28.85,14.37,-9.89,19.9,1,q1_q17_dr25_tce,5215,184,-184,4.481,0.105,-0.115,0.845,0.12,-0.109,285.14264,49.800671,15.279
2158,11288051,K00241.03,Kepler-124 b,CONFIRMED,CANDIDATE,1,0,0,0,0,3.41045981,1.36E-05,-1.36E-05,131.58062,3.04E-03,-3.04E-03,0.971,0.01,-0.682,2.866,0.1,-0.1,1.36E+02,6.80E+00,-6.80E+00,1.06,7.00E-02,-4.00E-02,892,,,149.88,35.07,-21.68,22.5,3,q1_q17_dr25_tce,4983,100,-100,4.66,0.017,-0.052,0.651,0.044,-0.024,286.75278,49.064911,14.139
2159,10813132,K02378.01,Kepler-1215 b,CONFIRMED,CANDIDATE,0.836,0,0,0,0,4.76702759,2.46E-05,-2.46E-05,132.69368,4.09E-03,-4.09E-03,0.077,0.384,-0.077,2.013,0.14,-0.14,1.63E+02,1.36E+01,-1.36E+01,1.19,3.10E-01,-1.70E-01,1046,,,282.97,219.67,-96.24,14.3,1,q1_q17_dr25_tce,5629,152,-152,4.43,0.12,-0.18,0.937,0.247,-0.133,297.46362,48.181412,14.431
2160,5857540,K02448.01,Kepler-1242 b,CONFIRMED,CANDIDATE,1,0,0,0,0,13.62801048,6.23E-05,-6.23E-05,135.45073,4.03E-03,-4.03E-03,0.927,0.006,-0.651,3.5374,0.0976,-0.0976,9.13E+02,3.87E+01,-3.87E+01,3.28,4.20E-01,-4.20E-01,639,,,39.48,18.78,-13.36,26.7,1,q1_q17_dr25_tce,5052,192,-174,4.48,0.105,-0.105,0.855,0.109,-0.109,284.6062,41.196381,15.462
2162,7289317,K02450.01,Kepler-1243 b,CONFIRMED,CANDIDATE,0.968,0,0,0,0,16.83203175,8.53E-05,-8.53E-05,140.53041,4.69E-03,-4.69E-03,0.533,0.416,-0.331,4.031,0.129,-0.129,3.26E+02,1.61E+01,-1.61E+01,1.86,2.50E-01,-1.80E-01,690,,,53.44,19.29,-12.54,21.6,1,q1_q17_dr25_tce,5518,74,-83,4.4,0.1,-0.1,1.008,0.137,-0.099,294.00946,42.880772,14.834
2168,8463346,K02529.01,Kepler-436 c,CONFIRMED,CANDIDATE,0.982,0,0,0,0,16.79716262,9.55E-05,-9.55E-05,134.0417,4.51E-03,-4.51E-03,0.899,0.037,-0.636,3.83,0.119,-0.119,1.02E+03,5.42E+01,-5.42E+01,2.75,1.30E-01,-1.20E-01,503,,,15.19,2.6,-2.25,21.2,1,q1_q17_dr25_tce,4652,74,-83,4.617,0.02,-0.032,0.697,0.034,-0.03,301.72076,44.41206,15.856
2169,5364071,K00248.04,Kepler-49 e,CONFIRMED,CANDIDATE,0.999,0,0,0,0,18.59611518,4.87E-05,-4.87E-05,141.26331,2.09E-03,-2.09E-03,0.014,0.387,-0.014,2.3052,0.0599,-0.0599,8.14E+02,3.15E+01,-3.15E+01,1.53,8.00E-02,-1.20E-01,371,,,4.48,0.92,-0.98,27.6,4,q1_q17_dr25_tce,3834,77,-84,4.708,0.045,-0.021,0.539,0.03,-0.041,292.29459,40.591789,15.264
2170,10489206,K00251.02,Kepler-125 c,CONFIRMED,CANDIDATE,0.997,0,0,0,0,5.77440326,3.06E-05,-3.06E-05,132.96695,4.55E-03,-4.55E-03,0.425,0.515,-0.227,1.768,0.127,-0.127,2.45E+02,2.35E+01,-2.35E+01,0.8,6.00E-02,-6.00E-02,529,,,18.6,4.57,-4.29,11.8,2,q1_q17_dr25_tce,3808,76,-84,4.754,0.036,-0.036,0.508,0.037,-0.042,298.25812,47.604939,14.752
2172,10068659,K02602.01,Kepler-1287 b,CONFIRMED,CANDIDATE,0.993,0,0,0,0,11.47685263,6.68E-05,-6.68E-05,139.63194,4.76E-03,-4.76E-03,0.07,0.391,-0.07,2.756,0.135,-0.135,2.41E+02,1.68E+01,-1.68E+01,1.58,2.10E-01,-1.80E-01,796,,,94.94,34.55,-23.59,16.5,1,q1_q17_dr25_tce,5550,83,-74,4.384,0.105,-0.105,1.032,0.138,-0.113,289.13467,47.062988,15.051
2179,9395024,K02383.01,Kepler-1216 b,CONFIRMED,CANDIDATE,0.998,0,0,0,0,4.37033233,2.02E-05,-2.02E-05,131.92696,3.88E-03,-3.88E-03,0.093,0.354,-0.093,2.845,0.126,-0.126,1.78E+02,1.15E+01,-1.15E+01,1.56,2.40E-01,-2.40E-01,1191,,,475.39,192.38,-153.04,17.7,1,q1_q17_dr25_tce,5657,76,-76,4.282,0.156,-0.104,1.182,0.182,-0.182,287.40533,45.918011,15.133
2184,8478994,K00245.04,Kepler-37 e,CONFIRMED,FALSE POSITIVE,,0,0,0,0,51.20690303,,,195.7303,,,,,,8.99,,,,,,,,,,,,,,,,,,,,,,,,,,,284.05954,44.518215,9.705
2185,9753154,K02457.01,Kepler-1244 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,3.70429015,2.56E-05,-2.56E-05,132.21478,5.56E-03,-5.56E-03,0.001,0.448,-0.001,3.37,0.165,-0.165,5.57E+01,4.20E+00,-4.20E+00,1.45,3.10E-01,-4.50E-01,1839,,,2708.57,1645.31,-1578,15.9,1,q1_q17_dr25_tce,6732,163,-204,3.958,0.273,-0.117,1.927,0.402,-0.603,282.30121,46.516201,12.402
2186,9011825,K02530.01,Kepler-1269 b,CONFIRMED,CANDIDATE,0.996,0,0,0,0,37.3331165,3.51E-04,-3.51E-04,162.90453,7.35E-03,-7.35E-03,0.851,0.071,-0.636,7.643,0.2,-0.2,1.88E+02,9.60E+00,-9.60E+00,2.5,3.80E-01,-5.70E-01,657,,,44.17,17.75,-19.3,22.5,1,q1_q17_dr25_tce,5623,75,-75,4.079,0.189,-0.081,1.588,0.243,-0.364,287.80557,45.340549,13.611
2189,11074835,K02533.01,Kepler-1270 b,CONFIRMED,CANDIDATE,0.95,0,0,0,0,6.03355539,6.50E-05,-6.50E-05,137.121,7.39E-03,-7.39E-03,0.35,0.1,-0.35,10.049,0.243,-0.243,8.95E+01,3.80E+00,-3.80E+00,3.34,7.10E-01,-5.70E-01,1598,,,1540.84,853.28,-539.21,26.1,1,q1_q17_dr25_tce,4924,74,-66,3.356,0.14,-0.126,3.588,0.753,-0.616,286.71564,48.645279,13.274
2190,1996180,K02534.01,Kepler-1271 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,3.02558494,1.20E-05,-1.20E-05,134.36744,3.48E-03,-3.48E-03,0.839,0.035,-0.573,3.0008,0.0911,-0.0911,1.28E+02,5.90E+00,-5.90E+00,1.62,2.90E-01,-2.50E-01,1484,,,1148.47,592.81,-389.77,23.8,1,q1_q17_dr25_tce,6123,122,-134,4.263,0.137,-0.112,1.263,0.232,-0.19,286.3443,37.411968,13.925
2194,6269070,K02608.01,Kepler-1288 b,CONFIRMED,CANDIDATE,0.985,0,0,0,0,2.7612237,2.05E-05,-2.05E-05,131.6081,5.68E-03,-5.68E-03,0.238,0.218,-0.238,3.681,0.181,-0.181,6.68E+01,5.50E+00,-5.50E+00,1.84,4.60E-01,-8.40E-01,2017,,,3906.36,2880.81,-2913.18,14.2,1,q1_q17_dr25_tce,6381,181,-227,3.897,0.405,-0.135,2.232,0.55,-1.022,285.7135,41.605885,13.321
2199,12254378,K02387.01,Kepler-1217 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,2.032319072,5.33E-06,-5.33E-06,132.32157,2.39E-03,-2.39E-03,0.133,0.332,-0.133,1.6762,0.069,-0.069,3.16E+02,1.49E+01,-1.49E+01,1.87,6.10E-01,-2.00E-01,1542,,,1333.35,1277.72,-427.18,24.5,1,q1_q17_dr25_tce,6156,171,-236,4.443,0.054,-0.216,1.05,0.341,-0.114,289.18668,50.937561,15.298
2201,7604328,K02458.01,Kepler-1245 b,CONFIRMED,CANDIDATE,0.998,0,0,0,0,4.35407371,2.04E-05,-2.04E-05,132.85695,3.94E-03,-3.94E-03,0.734,0.208,-0.532,2.427,0.104,-0.104,2.77E+02,1.61E+01,-1.61E+01,1.63,3.90E-01,-2.50E-01,1043,,,279.53,199.23,-103.12,19,2,q1_q17_dr25_tce,5455,162,-162,4.421,0.149,-0.198,0.909,0.213,-0.142,290.74432,43.26078,15.404
2202,11236244,K02460.01,Kepler-1246 b,CONFIRMED,CANDIDATE,0.956,0,0,0,0,11.32269749,9.54E-05,-9.54E-05,136.05511,5.35E-03,-5.35E-03,0.951,0.026,-0.69,3.517,0.134,-0.134,3.11E+02,2.27E+01,-2.27E+01,1.51,1.20E-01,-1.30E-01,554,,,22.24,6.58,-5.82,16,1,q1_q17_dr25_tce,4563,123,-136,4.624,0.048,-0.028,0.642,0.051,-0.056,287.65741,48.982159,15.006
2203,9837685,K02461.01,Kepler-1247 b,CONFIRMED,CANDIDATE,1,0,0,0,0,13.71218522,6.01E-05,-6.01E-05,135.51875,3.95E-03,-3.95E-03,0.68,0.271,-0.467,2.437,0.0994,-0.0994,7.87E+02,4.04E+01,-4.04E+01,2.47,6.00E-01,-2.40E-01,676,,,49.26,37.19,-14.05,22.6,1,q1_q17_dr25_tce,5550,182,-182,4.562,0.042,-0.168,0.831,0.201,-0.08,294.53354,46.618271,15.935
2205,12454461,K02463.01,Kepler-1248 b,CONFIRMED,CANDIDATE,0.743,0,0,0,0,7.46718958,5.66E-05,-5.66E-05,136.39348,5.81E-03,-5.81E-03,0.486,0.05,-0.436,3.633,0.172,-0.172,7.57E+01,4.60E+00,-4.60E+00,1.04,1.70E-01,-6.00E-02,1035,,,271.25,123.26,-53.59,18.8,1,q1_q17_dr25_tce,6161,98,-147,4.399,0.032,-0.128,1.169,0.197,-0.07,288.0593,51.35445,12.77
2208,3728701,K02536.01,Kepler-1272 b,CONFIRMED,CANDIDATE,0.883,0,0,0,0,51.1319346,4.37E-04,-4.37E-04,137.1568,7.95E-03,-7.95E-03,0.829,0.047,-0.564,6.019,0.194,-0.194,3.82E+02,2.16E+01,-2.16E+01,2.43,7.40E-01,-4.00E-01,542,,,20.36,18.86,-8.01,19.6,1,q1_q17_dr25_tce,6071,189,-210,4.353,0.132,-0.198,1.107,0.338,-0.182,285.21985,38.805882,14.423
2211,9390653,K00249.01,Kepler-504 b,CONFIRMED,CANDIDATE,1,0,0,0,0,9.549277089,5.29E-06,-5.29E-06,175.757183,4.33E-04,-4.33E-04,0.068,0.282,-0.068,1.5832,0.0185,-0.0185,1.83E+03,2.00E+01,-2.00E+01,1.57,2.10E-01,-2.40E-01,374,,,4.62,1.83,-1.58,112.2,1,q1_q17_dr25_tce,3547,71,-80,4.899,0.06,-0.06,0.369,0.05,-0.056,284.92184,45.972401,14.486
2216,8025596,K02615.01,Kepler-1290 b,CONFIRMED,CANDIDATE,0.997,0,0,0,0,4.69505576,3.94E-05,-3.94E-05,133.93643,5.99E-03,-5.99E-03,0.204,0.243,-0.204,3.058,0.174,-0.174,2.40E+02,1.81E+01,-1.81E+01,1.49,4.40E-01,-1.50E-01,1098,,,343.6,302.1,-101.75,15.9,1,q1_q17_dr25_tce,5999,168,-210,4.494,0.05,-0.2,0.959,0.285,-0.095,290.68524,43.859638,15.711
2218,3642741,K00242.01,Kepler-503 b,CONFIRMED,CANDIDATE,1,0,0,0,0,7.258450123,3.90E-06,-3.90E-06,138.344691,4.40E-04,-4.40E-04,0.05,0.128,-0.05,5.7297,0.0161,-0.0161,3.71E+03,1.49E+01,-1.49E+01,5.53,1.59E+00,-5.30E-01,880,,,141.3,119.36,-39.14,288.6,1,q1_q17_dr25_tce,5638,154,-171,4.513,0.048,-0.204,0.92,0.264,-0.088,290.63651,38.707668,14.747
2220,8494617,K02389.01,Kepler-1218 b,CONFIRMED,CANDIDATE,0.993,0,0,0,0,22.9221181,2.58E-04,-2.58E-04,133.66805,9.08E-03,-9.08E-03,0.603,0.327,-0.384,8.2,0.244,-0.244,1.40E+02,6.60E+00,-6.60E+00,1.33,2.10E-01,-1.60E-01,684,,,51.7,22.06,-15.18,24,1,q1_q17_dr25_tce,5897,106,-118,4.357,0.11,-0.11,1.081,0.165,-0.135,291.57898,44.531712,13.578
2221,10289119,K02390.01,Kepler-1219 b,CONFIRMED,CANDIDATE,0.99,0,0,0,0,16.10474503,9.86E-05,-9.86E-05,135.01186,5.21E-03,-5.21E-03,0.224,0.223,-0.224,5.712,0.137,-0.137,1.24E+02,5.60E+00,-5.60E+00,3.21,5.80E-01,-1.16E+00,1159,,,425.93,216.78,-265.84,25.4,1,q1_q17_dr25_tce,5822,116,-116,3.683,0.277,-0.092,2.886,0.522,-1.044,297.21579,47.378521,12.249
2222,7382313,K02392.01,Kepler-1220 b,CONFIRMED,CANDIDATE,0.975,0,0,0,0,7.42697378,5.32E-05,-5.32E-05,133.099,6.34E-03,-6.34E-03,0.337,0.118,-0.337,3.206,0.209,-0.209,2.05E+02,1.57E+01,-1.57E+01,1.4,1.90E-01,-1.10E-01,899,,,154.52,54.13,-31.74,15.4,1,q1_q17_dr25_tce,5573,75,-83,4.434,0.066,-0.114,0.982,0.129,-0.08,297.07037,42.977741,14.985
